foreignType,country,city,stdPostal,stdState,stdName,foreignIdentifierString,outdated,street,custom3,custom4,custom1,state,custom2,custom5,custom6,identifier,website,stdStreet,stdCity,basicDealerId,phone,stdCountry,name,postal,projectIdentifier,stdPhone
null,USA,Orlando,32825,FL,null,null,false,11898 Lake Underhill Rd,null,I20,"11898 Lake Underhill Rd
Orlando, FL, USA 32825-4436
(407) 447-7400 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,2090,http://www.orlandoharley.com/,11898 lake underhill road,null,376,(407) 447-7400,United States,East Orlando Harley-Davidson,32825-4436,Harley,4074477400
null,null,null,null,null,null,null,false,Eerste Tochtweg 2A,null,No pod mapping,"Eerste Tochtweg 2A
Nieuwerkerk a/d IJssel, NLD 2913 LP
31107900130 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",No pod mapping,not domestic,8044,http://www.harleydavidsonrotterdam.nl/,eerste tochtweg 2a,null,134,31107900130,Country Unknown,Harley-Davidson Rotterdam,null,Harley,31107900130
null,USA,Tampa,33614,FL,null,null,false,6920 N Dale Mabry Hwy,null,I21,"6920 N Dale Mabry Hwy
Tampa, FL, USA 33614-3931
813-886-7433 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,735,http://www.tampaharley.com/,6920 north dale mabry highway,null,377,813-886-7433,United States,Harley-Davidson of Tampa,33614-3931,Harley,8138867433
null,null,null,null,null,null,null,false,Forstal Rd,null,No pod mapping,"Forstal Rd
Aylesford, GBR ME20 7XA
01622711680 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,8020,http://www.maidstoneharleydavidson.co.uk/,forstal road,null,135,01622711680,Country Unknown,Maidstone Harley-Davidson,null,Harley,01622711680
null,USA,St. Petersburg,33714,FL,null,null,false,2805 54th Ave N,null,I21,"2805 54th Ave N
St. Petersburg, FL, USA 33714-2414
(727) 527-9672 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,4101,http://www.jimshd.com/,2805 54th avenue north,null,378,(727) 527-9672,United States,Bert's Barracuda Harley-Davidson,33714-2414,Harley,7275279672
null,null,null,null,null,null,null,false,Hannoversche Str. 99 a,null,No pod mapping,"Hannoversche Str. 99 a
Osnabrueck, DEU 49084
49-541-6003236 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",No pod mapping,not domestic,6771,http://www.hd-osnabrueck.de/,hannoversche str 99 a,null,136,49-541-6003236,Country Unknown,Harley-Davidson & Buell Osnabrueck,null,Harley,495416003236
null,USA,Cocoa Beach,32931,FL,null,null,false,3670 N Atlantic Ave Unit B,null,I21,"3670 N Atlantic Ave Unit B
Cocoa Beach, FL, USA 32931-3413
(321) 799-2221 | Website",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F13,Not a dealer,2861,http://www.spacecoastharley.com/,3670 north atlantic avenue unit b,null,379,(321) 799-2221,United States,Cocoa Beach Harley-Davidson,32931-3413,Harley,3217992221
null,null,null,null,null,null,null,false,Muskushouwsestraat 32,null,No pod mapping,"Muskushouwsestraat 32
Heteren, NLD 6666 MC
31-026-4742657 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7896,http://www.big-riversharley-davidson.nl/,muskushouwsestraat 32,null,137,31-026-4742657,Country Unknown,Big Rivers Harley-Davidson,null,Harley,310264742657
null,null,null,null,null,null,null,false,Grambartstrasse 27,null,No pod mapping,"Grambartstrasse 27
Hannover, DEU 30165
49-511-3503672 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,6993,http://www.hd-hannover.de/,grambartstrasse 27,null,138,49-511-3503672,Country Unknown,Harley-Davidson Hannover,null,Harley,495113503672
null,null,null,null,null,null,null,false,Waller See 2,null,No pod mapping,"Waller See 2
Schwuelper, DEU 38179
49-531-3139724 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,6926,http://www.harley-davidson-braunschweig.de/,waller see 2,null,139,49-531-3139724,Country Unknown,Harley-Davidson Braunschweig,null,Harley,495313139724
null,CAN,Banff,T1L 1B5,AB,null,null,false,202 Banff Ave. Unit 106,null,No pod mapping,"202 Banff Ave. Unit 106
Banff, AB, CAN T1L 1B5
(403) 985-1800",AB,"H-D MotorClothes® Merchandise
",No pod mapping,Not a dealer,20051,null,202 banff avenue unit 106,null,30,(403) 985-1800,Canada,Banff Harley-Davidson,T1L 1B5,Harley,4039851800
null,CAN,Lloydminster,T9V 0B4,AB,null,null,false,5402 44th street,null,No pod mapping,"5402 44th street
Lloydminster, AB, CAN T9V 0B4
(780) 875-3373",AB,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
",No pod mapping,Phone Match : 001j000000ojn6LAAQ,20777,null,5402 44th street,null,31,(780) 875-3373,Canada,Edge Harley-Davidson,T9V 0B4,Harley,7808753373
null,USA,Fort Myers,33913,FL,null,null,false,9501 Thunder Rd,null,I21,"9501 Thunder Rd
Fort Myers, FL, USA 33913-8271
(239) 275-4647 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,664,http://www.sixbendshd.com/,9501 thunder road,null,380,(239) 275-4647,United States,Six Bends Harley-Davidson,33913-8271,Harley,2392754647
null,USA,Sanford,32771,FL,null,null,false,620 Hickman Cir,null,I20,"620 Hickman Cir
Sanford, FL, USA 32771-6903
(407) 328-1212 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,1624,http://www.seminoleharley.com/,620 hickman cir,null,381,(407) 328-1212,United States,Seminole Harley-Davidson,32771-6903,Harley,4073281212
null,USA,Leesburg,34748,FL,null,null,false,1745 US Hwy 441,null,I20,"1745 US Hwy 441
Leesburg, FL, USA 34748-1467
352-787-8050 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F14,Not in salesforce,688,http://www.gatorharley.com/,1745 us highway 441,null,382,352-787-8050,United States,Gator Harley-Davidson,34748-1467,Harley,3527878050
null,null,null,null,null,null,null,false,Nobelweg 4,null,No pod mapping,"Nobelweg 4
Goes, NLD 4462 GK
31113231640 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",No pod mapping,not domestic,7228,http://www.motoportgoes.nl/,nobelweg 4,null,140,31113231640,Country Unknown,Motoport Goes,null,Harley,31113231640
null,USA,New Port Richey,34652,FL,null,null,false,5817 State Rd 54,null,I21,"5817 State Rd 54
New Port Richey, FL, USA 34652-6023
(727) 842-4547 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F13,Not in salesforce,1027,http://www.gulfcoastharley.com/,5817 state road 54,null,383,(727) 842-4547,United States,Harley-Davidson of New Port Richey,34652-6023,Harley,7278424547
null,null,null,null,null,null,null,false,Hafenweg 24,null,No pod mapping,"Hafenweg 24
Muenster, DEU 48155
49-251-608060 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
Test Ride
",No pod mapping,not domestic,6985,http://www.harley-warehouse.de/,hafenweg 24,null,141,49-251-608060,Country Unknown,The Harley Warehouse Company,null,Harley,49251608060
null,USA,Stuart,34997,FL,null,null,false,4967 SE Federal Hwy,null,I21,"4967 SE Federal Hwy
Stuart, FL, USA 34997-6664
(772) 287-3871 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F13,Not in salesforce,730,http://www.treasure-harley.com/,4967 se federal highway,null,384,(772) 287-3871,United States,Treasure Coast Harley-Davidson of Stuart,34997-6664,Harley,7722873871
null,null,null,null,null,null,null,false,Salzufer 6,null,No pod mapping,"Salzufer 6
Berlin, DEU 10587
49-30-6167930 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,6994,http://www.classic-bike.de/,salzufer 6,null,142,49-30-6167930,Country Unknown,Classic Bike,null,Harley,49306167930
null,USA,New Smyrna Beach,32168,FL,null,null,false,1899 State Road 44,null,I20,"1899 State Road 44
New Smyrna Beach, FL, USA 32168-8342
(386) 409-3034 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
",F14,Address Match : 001j000000Pbok4AAB,1923,http://www.nsbhd.com/,1899 state road 44,null,385,(386) 409-3034,United States,Bruce Rossmeyer's New Smyrna Harley-Davidson,32168-8342,Harley,3864093034
null,null,null,null,null,null,null,false,Am Stadtholz 24-26,null,No pod mapping,"Am Stadtholz 24-26
Bielefeld, DEU 33609
49-521-523736-0 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7098,http://www.hd-bielefeld.de/,am stadtholz 2426,null,143,49-521-523736-0,Country Unknown,Harley-Davidson Bielefeld,null,Harley,495215237360
null,USA,Naples,34109,FL,null,null,false,3645 Gateway Ln,null,I21,"3645 Gateway Ln
Naples, FL, USA 34109-3852
(239) 594-5504 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,697,http://www.hdnaples.com/,3645 gateway ln,null,386,(239) 594-5504,United States,Naples Harley-Davidson,34109-3852,Harley,2395945504
null,null,null,null,null,null,null,false,Corridor 15A,null,No pod mapping,"Corridor 15A
Veghel, NLD 5466 RB
31-4133-11950 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7934,http://www.centralharley-davidson.nl/,corridor 15a,null,144,31-4133-11950,Country Unknown,Central Harley-Davidson,null,Harley,31413311950
null,USA,Homosassa,34448,FL,null,null,false,1785 S Suncoast Blvd,null,I20,"1785 S Suncoast Blvd
Homosassa, FL, USA 34448-6414
(352) 563-9900 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F14,Address Match : 001j000000Nme5KAAR,3672,http://www.crystalharley.com/,1785 south suncoast boulevard,null,387,(352) 563-9900,United States,Crystal Harley-Davidson,34448-6414,Harley,3525639900
null,null,null,null,null,null,null,false,Gueterstrasse 5,null,No pod mapping,"Gueterstrasse 5
Hamminkeln, DEU 46499
49-2852-677754 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7658,http://www.thunderbike.de/,gueterstrasse 5,null,145,49-2852-677754,Country Unknown,Harley-Davidson & Buell Niederrhein,null,Harley,492852677754
null,USA,West Palm Beach,33407,FL,null,null,false,2955 45th St,null,I21,"2955 45th St
West Palm Beach, FL, USA 33407-1911
(561) 659-4131 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
Test Ride
",F13,Not in salesforce,4102,http://www.harleyofpalmbeach.com/,2955 45th street,null,388,(561) 659-4131,United States,Palm Beach Harley-Davidson,33407-1911,Harley,5616594131
null,null,null,null,null,null,null,false,Rudolf-Moos-Strasse 12,null,No pod mapping,"Rudolf-Moos-Strasse 12
Potsdam, DEU 14482
49-331-6015500 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,6379,http://www.harley-davidson-potsdam.de/,rudolfmoosstrasse 12,null,146,49-331-6015500,Country Unknown,Harley-Davidson & Buell Potsdam,null,Harley,493316015500
null,USA,Daytona Beach,32118,FL,null,null,false,510 Main St,null,I20,"510 Main St
Daytona Beach, FL, USA 32118-4440
(386) 253-2453 | Website",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F14,Not a dealer,1996,http://www.brucerossmeyer.com/,510 main street,null,389,(386) 253-2453,United States,Bruce Rossmeyer?s Daytona H-D on Main Street,32118-4440,Harley,3862532453
null,null,null,null,null,null,null,false,Hellestrasse 25,null,No pod mapping,"Hellestrasse 25
Magdeburg, DEU 39112
49-391-611450 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,6998,http://www.hd-magdeburg.de/,hellestrasse 25,null,147,49-391-611450,Country Unknown,Harley-Davidson Magdeburg,null,Harley,49391611450
null,null,null,null,null,null,null,false,Storkower Strasse,null,No pod mapping,"Storkower Strasse
Koenigs Wusterhausen, DEU 15711
493375-211055 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H-D® Authorized Rentals
",No pod mapping,not domestic,7817,http://www.harley-station.de/,storkower strasse,null,148,493375-211055,Country Unknown,Harley Station,null,Harley,493375211055
null,null,null,null,null,null,null,false,Westpoort 66,null,No pod mapping,"Westpoort 66
Zwijndrecht, BEL 2070
3235692444 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7988,http://www.americanlifestyle.be/,westpoort 66,null,149,3235692444,Country Unknown,American Lifestyle,null,Harley,3235692444
null,CAN,Saskatoon,S7N 4R5,SK,null,null,false,102 - 23rd Street East,null,No pod mapping,"102 - 23rd Street East
Saskatoon, SK, CAN S7N 4R5
(306) 934-2750",SK,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
",No pod mapping,Address Match : 001j000000QqQ0bAAF,30014,null,102 23rd street east,null,42,(306) 934-2750,Canada,Redline Harley-Davidson,S7N 4R5,Harley,3069342750
null,CAN,Yorkton,S3N 3V2,SK,null,null,false,86 - 7th Avenue S,null,No pod mapping,"86 - 7th Avenue S
Yorkton, SK, CAN S3N 3V2
306-783-1999 | Website",SK,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
H-D Authorized Service
H.O.G.® Chapter
",No pod mapping,Phone Match : 001j000000ojom7AAA,30043,http://www.harleydavidsonofyorkton.com/,86 7th avenue south,null,43,306-783-1999,Canada,Harley-Davidson of Yorkton,S3N 3V2,Harley,3067831999
null,null,null,null,null,null,null,false,Skattørvegen 52,null,No pod mapping,"Skattørvegen 52
Tromso, NOR 9018
4777683510 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
Test Ride
",No pod mapping,not domestic,7321,http://www.tromsomotor.no/motorsykler/harley-davidson,skattrvegen 52,null,44,4777683510,Country Unknown,Harley-Davidson Tromso,null,Harley,4777683510
null,null,null,null,null,null,null,false,Bjørkåsveien 18,null,No pod mapping,"Bjørkåsveien 18
Ballangen, NOR 8540
47-76927400 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7326,http://www.arcticharley.no/,bjrksveien 18,null,45,47-76927400,Country Unknown,Harley-Davidson Nord Norge,null,Harley,4776927400
null,null,null,null,null,null,null,false,Murbruksvägen 13,null,No pod mapping,"Murbruksvägen 13
Luleå, SWE 973 45
46920225500 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",No pod mapping,not domestic,8491,http://www.lindroths.se/,murbruksvgen 13,null,46,46920225500,Country Unknown,Harley-Davidson Luleå,null,Harley,46920225500
null,null,null,null,null,null,null,false,"Harley-Davidson Irkutsk 34 Zapadnaya street Baikalsky trackt, 9 km",null,No pod mapping,"Harley-Davidson Irkutsk 34 Zapadnaya street Baikalsky trackt, 9 km
Irkutsk, RUS 664038
73952486878",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
",No pod mapping,not domestic,8514,null,harleydavidson irkutsk 34 zapadnaya street baikalsky trackt 9 km,null,47,73952486878,Country Unknown,Harley-Davidson Irkutsk,null,Harley,73952486878
null,null,null,null,null,null,null,false,"Harley-Davidson Krasnoyarsk 31, Karaulnaya St",null,No pod mapping,"Harley-Davidson Krasnoyarsk 31, Karaulnaya St
Krasnoyarsk,, RUS 660048
73912906070 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
",No pod mapping,not domestic,8564,http://hd-krsk.ru/,harleydavidson krasnoyarsk 31 karaulnaya street,null,48,73912906070,Country Unknown,Harley-Davidson Krasnoyarsk,null,Harley,73912906070
null,null,null,null,null,null,null,false,Jääsalontie 18,null,No pod mapping,"Jääsalontie 18
Oulu, FIN 90400
35885350200 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
Test Ride
",No pod mapping,not domestic,8248,http://www.motorman.fi/,jsalontie 18,null,49,35885350200,Country Unknown,Motorman Oy,null,Harley,35885350200
null,USA,Ocala,34475,FL,null,null,false,5331 N US Hwy 441,null,I20,"5331 N US Hwy 441
Ocala, FL, USA 34475-1521
(352) 732-2488 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
Test Ride
",F14,Phone Match : 001j000000eLnS7AAK,3875,http://www.warhorseharley.com/,5331 north us highway 441,null,390,(352) 732-2488,United States,War Horse Harley-Davidson,34475-1521,Harley,3527322488
null,USA,Ormond Beach,32174,FL,null,null,false,1637 N US Hwy 1,null,I20,"1637 N US Hwy 1
Ormond Beach, FL, USA 32174-2539
(386) 671-7100 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
",F14,Website Match : 001j000000aEe60AAC,652,http://www.brucerossmeyer.com/,1637 north us highway 1,null,391,(386) 671-7100,United States,Bruce Rossmeyer's Daytona Harley-Davidson,32174-2539,Harley,3866717100
null,USA,Sunrise,33325,FL,null,null,false,201 International Pkwy,null,I21,"201 International Pkwy
Sunrise, FL, USA 33325-6218
(954) 414-4135",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,4126,null,201 international parkway,null,392,(954) 414-4135,United States,Alligator Alley Harley-Davidson,33325-6218,Harley,9544144135
null,null,null,null,null,null,null,false,Werver Mark 123,null,No pod mapping,"Werver Mark 123
Kamen-Heeren, DEU 59174
49-2307-41795 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7816,http://www.hd-pfeiffer.de/,werver mark 123,null,150,49-2307-41795,Country Unknown,Harley-Davidson Pfeiffer,null,Harley,49230741795
null,USA,Miami,33169,FL,null,null,false,19400 NW 2nd Ave,null,I21,"19400 NW 2nd Ave
Miami, FL, USA 33169-3315
(305) 651-4811 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
HD-1™ Fit Shop
H-D JUMPSTART™
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",F13,Not in salesforce,694,http://www.petersonsharley.com/,19400 nw 2nd avenue,null,393,(305) 651-4811,United States,Peterson's Harley-Davidson of Miami,33169-3315,Harley,3056514811
null,null,null,null,null,null,null,false,Centrumplatz 1,null,No pod mapping,"Centrumplatz 1
Bochum, DEU 44866
4923279955910 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,8505,http://www.motomaxx.de/,centrumplatz 1,null,151,4923279955910,Country Unknown,Harley-Davidson Bochum,null,Harley,4923279955910
null,USA,Miami,33172,FL,null,null,false,11401 NW 12th St Spc E300,null,I21,"11401 NW 12th St Spc E300
Miami, FL, USA 33172-6904
(305) 434-4668",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F13,Not a dealer,3690,null,11401 nw 12th st spc e300,null,394,(305) 434-4668,United States,Peterson's Miami Beach Harley-Davidson,33172-6904,Harley,3054344668
null,null,null,null,null,null,null,false,?w. Micha?a 43 Wielkopolskie,null,No pod mapping,"?w. Micha?a 43 Wielkopolskie
Poznan, POL 61-119
48-618775070 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",No pod mapping,not domestic,6704,http://www.v-force.pl/,west michaa 43 wielkopolskie,null,152,48-618775070,Country Unknown,V-Force,null,Harley,48618775070
null,USA,Gainesville,32606,FL,null,null,false,4125 NW 97 Blvd,null,I20,"4125 NW 97 Blvd
Gainesville, FL, USA 32606-3735
352-331-6363 | Website",FL,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Gift Card
Express Lane™ Service
H-D Authorized Service
H.O.G.® Chapter
Test Ride
",F14,Phone Match : 001j0000016yju4AAA,675,http://www.gainesvilleharley.com/,4125 nw 97 boulevard,null,395,352-331-6363,United States,Gainesville Harley-Davidson,32606-3735,Harley,3523316363
null,null,null,null,null,null,null,false,Hochofenstrasse 9 Gewerbepark Haspe,null,No pod mapping,"Hochofenstrasse 9 Gewerbepark Haspe
Hagen-Haspe, DEU 58135
49-2331-94690 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H.O.G.® Chapter
H-DTM Riding Academy
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,6916,http://www.motomaxx.de/,hochofenstrasse 9 gewerbepark haspe,null,153,49-2331-94690,Country Unknown,Motomaxx GmbH,null,Harley,49233194690
null,USA,Miami,33132,FL,null,null,false,Bayside Marketplace 401 Biscayne Blvd. Space 1250/S-142,null,I21,"Bayside Marketplace 401 Biscayne Blvd. Space 1250/S-142
Miami, FL, USA 33132-1924
(305) 350-7444",FL,,F13,Not a dealer,3133,null,bayside marketplace 401 biscayne boulevard space 1250s142,null,396,(305) 350-7444,United States,Peterson's Miami Beach Harley-Davidson,33132-1924,Harley,3053507444
null,null,null,null,null,null,null,false,Heesenstraße 70,null,No pod mapping,"Heesenstraße 70
Duesseldorf, DEU 40459
4921156387930",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
H-D Authorized Service
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,8530,null,heesenstrae 70,null,154,4921156387930,Country Unknown,Harley-Davidson Duesseldorf,null,Harley,4921156387930
null,USA,Saint Augustine,32084,FL,null,null,false,118 Saint George St,null,I20,"118 Saint George St
Saint Augustine, FL, USA 32084-3610
(904) 825-0544",FL,"H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
",F14,Not a dealer,3196,null,118 saint george street,null,397,(904) 825-0544,United States,Adamec Harley-Davidson of St. Augustine,32084-3610,Harley,9048250544
null,null,null,null,null,null,null,false,Kipperstr 26,null,No pod mapping,"Kipperstr 26
Remscheid, DEU 42855
49-2191-469080 | Website",null,"H-D® Motorcycles
H-D MotorClothes® Merchandise
H-D Genuine Motor Accessories
HD-1™ Fit Shop
H-D Authorized Service
H.O.G.® Chapter
H-D® Authorized Rentals
Test Ride
",No pod mapping,not domestic,7450,http://www.motomaxx.de/,kipperstr 26,null,155,49-2191-469080,Country Unknown,Motomaxx Harley-Davidson Remscheid,null,Harley,492191469080
